tempo, ref, theta, w, u
20.606000, 90.000000, 86.343918, -1.525879, 5.293487
20.616000, 90.000000, 86.327454, -1.708984, 5.309722
20.626000, 90.000000, 86.307030, -2.136230, 5.344789
20.636000, 90.000000, 86.297279, -0.976562, 5.258802
20.646000, 90.000000, 86.287514, -0.915527, 5.255987
20.656000, 90.000000, 86.277718, -0.915527, 5.257797
20.666000, 90.000000, 86.268242, -1.037598, 5.268822
20.676000, 90.000000, 86.256630, -1.281738, 5.289276
20.686000, 90.000000, 86.244095, -1.220703, 5.286712
20.696000, 90.000000, 86.233109, -0.915527, 5.265534
20.706000, 90.000000, 86.222740, -1.098633, 5.281269
20.716000, 90.000000, 86.210861, -1.159668, 5.287897
20.726000, 90.000000, 86.199005, -1.159668, 5.289906
20.736000, 90.000000, 86.185631, -1.281738, 5.301291
20.746000, 90.000000, 86.171944, -1.403809, 5.312705
20.756000, 90.000000, 86.154289, -1.892090, 5.352190
20.766000, 90.000000, 86.149467, 0.061035, 5.205751
20.776000, 90.000000, 86.149773, 0.061035, 5.206718
20.786000, 90.000000, 86.148544, -0.122070, 5.221679
20.796000, 90.000000, 86.147034, -0.122070, 5.222805
20.806000, 90.000000, 86.145187, -0.244141, 5.233200
20.816000, 90.000000, 86.144890, 0.183105, 5.201878
20.826000, 90.000000, 86.148560, 0.427246, 5.184072
20.836000, 90.000000, 86.151337, 0.183105, 5.203305
20.846000, 90.000000, 86.151672, -0.061035, 5.222750
20.856000, 90.000000, 86.150780, -0.244141, 5.237681
20.866000, 90.000000, 86.152359, 0.427246, 5.187714
20.876000, 90.000000, 86.155464, 0.183105, 5.206918
20.886000, 90.000000, 86.174126, 3.662109, 4.942926
20.896000, 90.000000, 86.241890, 6.835938, 4.697762
20.906000, 90.000000, 86.307533, 6.408691, 4.725366
20.916000, 90.000000, 86.368568, 5.920410, 4.757974
20.926000, 90.000000, 86.427475, 5.920410, 4.753789
20.936000, 90.000000, 86.486710, 5.798340, 4.758800
20.946000, 90.000000, 86.543167, 5.615234, 4.768658
20.956000, 90.000000, 86.600243, 5.859375, 4.746106
20.966000, 90.000000, 86.657051, 5.737305, 4.751283
20.976000, 90.000000, 86.714775, 5.676270, 4.751747
20.986000, 90.000000, 86.770981, 5.554199, 4.756948
20.996000, 90.000000, 86.825958, 5.493164, 4.757620
21.006000, 90.000000, 86.875450, 4.821777, 4.804959
21.016000, 90.000000, 86.922165, 4.577637, 4.820185
21.026000, 90.000000, 86.968887, 4.638672, 4.812296
21.036000, 90.000000, 87.015846, 4.760742, 4.799754
21.046000, 90.000000, 87.059486, 4.272461, 4.833692
21.056000, 90.000000, 87.101288, 4.028320, 4.849298
21.066000, 90.000000, 87.139420, 3.784180, 4.865211
21.076000, 90.000000, 87.175117, 3.479004, 4.885946
21.085000, 90.000000, 87.209602, 3.417969, 4.888297
21.096000, 90.000000, 87.244682, 3.601074, 4.872105
21.105000, 90.000000, 87.280701, 3.601074, 4.869684
21.116000, 90.000000, 87.315804, 3.479004, 4.876574
21.125000, 90.000000, 87.349358, 3.540039, 4.869729
21.135000, 90.000000, 87.384140, 3.417969, 4.876628
21.145000, 90.000000, 87.417076, 3.356934, 4.879059
21.155000, 90.000000, 87.447266, 2.990723, 4.904822
21.165000, 90.000000, 87.475914, 2.685547, 4.926092
21.176000, 90.000000, 87.499344, 2.380371, 4.947807
21.186000, 90.000000, 87.521545, 2.197266, 4.960382
21.196000, 90.000000, 87.544395, 2.197266, 4.959035
21.205000, 90.000000, 87.566956, 2.502441, 4.934605
21.215000, 90.000000, 87.594398, 2.746582, 4.914364
21.226000, 90.000000, 87.620018, 2.502441, 4.931239
21.235000, 90.000000, 87.641350, 2.197266, 4.953100
21.246000, 90.000000, 87.666039, 2.319336, 4.942321
21.255000, 90.000000, 87.689514, 2.807617, 4.903919
21.265000, 90.000000, 87.720299, 2.929688, 4.892597
21.275000, 90.000000, 87.748924, 2.990723, 4.886076
21.286000, 90.000000, 87.777840, 2.746582, 4.902624
21.295000, 90.000000, 87.804939, 2.807617, 4.896220
21.306000, 90.000000, 87.828674, 2.319336, 4.931685
21.315000, 90.000000, 87.854248, 2.624512, 4.906919
21.325000, 90.000000, 87.879524, 2.441406, 4.919136
21.335000, 90.000000, 87.900238, 2.014160, 4.950224
21.345000, 90.000000, 87.921265, 2.258301, 4.930456
21.355000, 90.000000, 87.939545, 1.708984, 4.970986
21.365000, 90.000000, 87.953857, 1.220703, 5.007236
21.375000, 90.000000, 87.962074, 0.793457, 5.039392
21.385000, 90.000000, 87.970291, 0.915527, 5.029962
21.395000, 90.000000, 87.976639, 0.488281, 5.062276
21.406000, 90.000000, 87.977158, 0.000000, 5.099716
21.415000, 90.000000, 87.977081, 0.000000, 5.100245
21.425000, 90.000000, 87.977928, 0.183105, 5.086833
21.435000, 90.000000, 87.987915, 0.915527, 5.031041
21.445000, 90.000000, 87.998535, 1.098633, 5.016776
21.455000, 90.000000, 88.005180, 0.549316, 5.058298
21.465000, 90.000000, 88.008499, 0.366211, 5.072385
21.475000, 90.000000, 88.011818, 0.244141, 5.081851
21.485000, 90.000000, 88.011162, -0.122070, 5.110143
21.495000, 90.000000, 88.009293, -0.305176, 5.124680
21.505000, 90.000000, 88.009872, 0.061035, 5.097421
21.515000, 90.000000, 88.008331, -0.122070, 5.111929
21.525000, 90.000000, 88.014381, 0.976562, 5.028751
21.535000, 90.000000, 88.023178, 0.671387, 5.051600
21.545000, 90.000000, 88.027702, 0.366211, 5.074819
21.555000, 90.000000, 88.031319, 0.427246, 5.070392
21.565000, 90.000000, 88.038589, 0.854492, 5.037926
21.575000, 90.000000, 88.046791, 0.732422, 5.046959
21.585000, 90.000000, 88.051346, 0.366211, 5.074790
21.595000, 90.000000, 88.053482, 0.122070, 5.093588
21.605000, 90.000000, 88.053764, 0.000000, 5.103307
21.615000, 90.000000, 88.052238, -0.305176, 5.127043
21.625000, 90.000000, 88.049774, -0.122070, 5.113899
21.635000, 90.000000, 88.047623, -0.366211, 5.133071
21.645000, 90.000000, 88.041801, -0.610352, 5.152563
21.655000, 90.000000, 88.035362, -0.793457, 5.167489
21.665000, 90.000000, 88.028290, -0.366211, 5.136268
21.675000, 90.000000, 88.023369, -0.671387, 5.160307
21.685000, 90.000000, 88.013870, -1.037598, 5.189365
21.695000, 90.000000, 88.005608, -0.549316, 5.153634
21.705000, 90.000000, 87.996132, -1.098633, 5.196556
21.715000, 90.000000, 87.984543, -1.342773, 5.216561
21.726000, 90.000000, 87.969284, -1.525879, 5.232269
21.735000, 90.000000, 87.953430, -1.525879, 5.234172
21.745000, 90.000000, 87.933632, -1.892090, 5.264143
21.755000, 90.000000, 87.918373, -1.586914, 5.242902
21.765000, 90.000000, 87.902222, -1.525879, 5.240222
21.775000, 90.000000, 87.887871, -1.464844, 5.237391
21.785000, 90.000000, 87.871696, -1.464844, 5.239342
21.795000, 90.000000, 87.857338, -1.525879, 5.245760
21.805000, 90.000000, 87.841164, -1.770020, 5.266201
21.815000, 90.000000, 87.820450, -2.136230, 5.296281
21.825000, 90.000000, 87.799408, -2.075195, 5.294053
21.835000, 90.000000, 87.779594, -1.892090, 5.282483
21.845000, 90.000000, 87.766815, -0.854492, 5.205621
21.855000, 90.000000, 87.762596, -0.488281, 5.178842
21.865000, 90.000000, 87.756859, -0.488281, 5.179918
21.875000, 90.000000, 87.753548, -0.366211, 5.171544
21.885000, 90.000000, 87.754196, 0.061035, 5.139724
21.895000, 90.000000, 87.756363, 0.244141, 5.126254
21.905000, 90.000000, 87.756676, 0.000000, 5.145287
21.915000, 90.000000, 87.754242, -0.305176, 5.169179
21.925000, 90.000000, 87.751488, -0.427246, 5.179239
21.935000, 90.000000, 87.746315, -0.488281, 5.184889
21.944000, 90.000000, 87.747574, 0.610352, 5.102194
21.954000, 90.000000, 87.754646, 0.732422, 5.092920
21.965000, 90.000000, 87.760208, 0.549316, 5.106877
21.975000, 90.000000, 87.766685, 0.549316, 5.106892
21.984000, 90.000000, 87.773163, 0.793457, 5.088423
21.995000, 90.000000, 87.782387, 0.915527, 5.078955
22.004000, 90.000000, 87.790680, 0.732422, 5.092668
22.014000, 90.000000, 87.793770, 0.122070, 5.139173
22.025000, 90.000000, 87.799576, 0.976562, 5.074552
22.034000, 90.000000, 87.821236, 2.624512, 4.948486
22.044000, 90.000000, 87.844719, 2.319336, 4.970108
22.054000, 90.000000, 87.864853, 1.892090, 5.001256
22.065000, 90.000000, 87.882256, 1.770020, 5.009534
22.075000, 90.000000, 87.898766, 1.708984, 5.013266
22.084000, 90.000000, 87.917107, 2.075195, 4.984491
22.095000, 90.000000, 87.934555, 1.525879, 5.025095
22.105000, 90.000000, 87.949234, 1.403809, 5.033592
22.114000, 90.000000, 87.961182, 1.220703, 5.046943
22.124000, 90.000000, 87.975281, 1.647949, 5.013900
22.135000, 90.000000, 87.997581, 2.380371, 4.957039
22.145000, 90.000000, 88.021988, 2.319336, 4.960053
22.154000, 90.000000, 88.041809, 1.892090, 4.991183
22.164000, 90.000000, 88.060394, 1.953125, 4.985452
22.174000, 90.000000, 88.074409, 1.281738, 5.035557
22.184000, 90.000000, 88.089035, 1.403809, 5.025542
22.194000, 90.000000, 88.099709, 0.976562, 5.057449
22.204000, 90.000000, 88.107658, 0.732422, 5.075730
22.214000, 90.000000, 88.114372, 0.915527, 5.061773
22.224000, 90.000000, 88.122292, 0.671387, 5.080052
22.234000, 90.000000, 88.125938, 0.183105, 5.117182
22.244000, 90.000000, 88.125305, -0.122070, 5.140822
22.254000, 90.000000, 88.122543, -0.183105, 5.146166
22.264000, 90.000000, 88.127991, 0.915527, 5.063010
22.274000, 90.000000, 88.138008, 0.976562, 5.058002
22.284000, 90.000000, 88.151665, 1.708984, 5.001851
22.295000, 90.000000, 88.171135, 1.892090, 4.986773
22.304000, 90.000000, 88.201012, 3.906250, 4.832174
22.314000, 90.000000, 88.240044, 3.845215, 4.833865
22.324000, 90.000000, 88.278793, 4.028320, 4.817089
22.334000, 90.000000, 88.314789, 3.356934, 4.865226
22.344000, 90.000000, 88.351700, 3.906250, 4.820868
22.354000, 90.000000, 88.389175, 4.089355, 4.804173
22.364000, 90.000000, 88.442543, 5.859375, 4.665957
22.374000, 90.000000, 88.501083, 5.676270, 4.675130
22.384000, 90.000000, 88.554741, 5.310059, 4.698573
22.394000, 90.000000, 88.605339, 5.126953, 4.708407
22.404000, 90.000000, 88.655304, 4.943848, 4.718284
22.414000, 90.000000, 88.704361, 4.821777, 4.723606
22.424000, 90.000000, 88.751305, 4.577637, 4.738339
22.434000, 90.000000, 88.795517, 4.394531, 4.748678
22.444000, 90.000000, 88.840347, 4.699707, 4.721989
22.454000, 90.000000, 88.880615, 3.845215, 4.783471
22.464000, 90.000000, 88.915672, 3.356934, 4.817674
22.474000, 90.000000, 88.947075, 3.051758, 4.838325
22.484000, 90.000000, 88.976639, 2.868652, 4.849887
22.494000, 90.000000, 89.007393, 3.173828, 4.824374
22.504000, 90.000000, 89.036308, 2.868652, 4.845218
22.514000, 90.000000, 89.061859, 2.502441, 4.870967
22.524000, 90.000000, 89.084656, 2.197266, 4.892328
22.534000, 90.000000, 89.108070, 2.319336, 4.881288
22.544000, 90.000000, 89.129372, 2.136230, 4.893526
22.554000, 90.000000, 89.149162, 1.953125, 4.905891
22.564000, 90.000000, 89.167732, 1.892090, 4.909116
22.574000, 90.000000, 89.186310, 1.770020, 4.916956
22.584000, 90.000000, 89.202759, 1.464844, 4.938838
22.594000, 90.000000, 89.213074, 0.976562, 4.975110
22.604000, 90.000000, 89.219406, 0.549316, 5.007104
22.614000, 90.000000, 89.224556, 0.488281, 5.011478
22.624000, 90.000000, 89.225395, -0.061035, 5.053189
22.634000, 90.000000, 89.222870, -0.305176, 5.072090
22.644000, 90.000000, 89.217911, -0.488281, 5.086583
22.654000, 90.000000, 89.208679, -0.793457, 5.110689
22.664000, 90.000000, 89.201904, -0.793457, 5.111482
22.674000, 90.000000, 89.189049, -1.342773, 5.154389
22.684000, 90.000000, 89.175278, -1.464844, 5.165037
22.694000, 90.000000, 89.158447, -1.708984, 5.185195
22.704000, 90.000000, 89.139191, -2.075195, 5.214808
22.714000, 90.000000, 89.116585, -2.258301, 5.230857
22.724000, 90.000000, 89.093658, -2.197266, 5.228458
22.734000, 90.000000, 89.070412, -2.319336, 5.239954
22.744000, 90.000000, 89.043793, -2.685547, 5.270231
22.754000, 90.000000, 89.017181, -2.685547, 5.272792
22.764000, 90.000000, 88.987206, -3.173828, 5.312615
22.774000, 90.000000, 88.954826, -3.112793, 5.311071
22.784000, 90.000000, 88.925507, -3.051758, 5.309270
22.794000, 90.000000, 88.892532, -3.295898, 5.330896
22.804000, 90.000000, 88.869965, -1.831055, 5.222256
22.814000, 90.000000, 88.856560, -1.281738, 5.182130
22.824000, 90.000000, 88.841637, -1.525879, 5.202204
22.833000, 90.000000, 88.830040, -1.037598, 5.166548
22.844000, 90.000000, 88.817535, -1.464844, 5.200280
22.854000, 90.000000, 88.802277, -1.586914, 5.211152
22.864000, 90.000000, 88.785172, -1.770020, 5.226810
22.874000, 90.000000, 88.769562, -1.525879, 5.209999
22.884000, 90.000000, 88.754578, -1.342773, 5.197758
22.894000, 90.000000, 88.744514, -0.976562, 5.171232
22.904000, 90.000000, 88.732330, -1.403809, 5.204957
22.913000, 90.000000, 88.716179, -1.647949, 5.225171
22.923000, 90.000000, 88.699127, -1.708984, 5.231605
22.933000, 90.000000, 88.678749, -1.953125, 5.252194
22.944000, 90.000000, 88.659889, -2.136230, 5.268036
22.954000, 90.000000, 88.638252, -2.136230, 5.270263
22.964000, 90.000000, 88.621216, -1.647949, 5.235133
22.974000, 90.000000, 88.605377, -1.708984, 5.241487
22.983000, 90.000000, 88.589828, -1.647949, 5.238578
22.994000, 90.000000, 88.569992, -2.014160, 5.268389
23.004000, 90.000000, 88.548935, -2.136230, 5.279830
23.013000, 90.000000, 88.528511, -2.014160, 5.272739
23.024000, 90.000000, 88.511780, -1.464844, 5.232991
23.034000, 90.000000, 88.498405, -1.220703, 5.216056
23.043000, 90.000000, 88.484734, -1.464844, 5.236114
23.054000, 90.000000, 88.467712, -1.708984, 5.256467
23.063000, 90.000000, 88.450684, -1.586914, 5.249102
23.073000, 90.000000, 88.433968, -1.708984, 5.260196
23.083000, 90.000000, 88.417870, -1.708984, 5.262000
23.094000, 90.000000, 88.398071, -1.953125, 5.282611
23.103000, 90.000000, 88.379150, -1.770020, 5.270809
23.114000, 90.000000, 88.367569, -0.976562, 5.212169
23.123000, 90.000000, 88.353844, -1.586914, 5.259987
23.133000, 90.000000, 88.348351, -0.122070, 5.150001
23.143000, 90.000000, 88.353577, 0.427246, 5.108389
23.153000, 90.000000, 88.356071, 0.305176, 5.117838
23.164000, 90.000000, 88.357025, -0.061035, 5.145901
23.174000, 90.000000, 88.356758, 0.122070, 5.132487
23.183000, 90.000000, 88.356514, -0.061035, 5.146794
23.193000, 90.000000, 88.355629, 0.000000, 5.142674
23.203000, 90.000000, 88.356567, 0.183105, 5.129157
23.214000, 90.000000, 88.356277, -0.183105, 5.157328
23.223000, 90.000000, 88.356262, 0.000000, 5.143893
23.233000, 90.000000, 88.353508, -0.183105, 5.158418
23.243000, 90.000000, 88.349815, -0.549316, 5.186886
23.253000, 90.000000, 88.345840, -0.366211, 5.173796
23.263000, 90.000000, 88.353172, 0.793457, 5.085799
23.273000, 90.000000, 88.360832, 0.854492, 5.080937
23.283000, 90.000000, 88.368790, 0.732422, 5.089910
23.293000, 90.000000, 88.376427, 0.671387, 5.094286
23.303000, 90.000000, 88.388046, 1.586914, 5.024389
23.313000, 90.000000, 88.407883, 1.953125, 4.995358
23.323000, 90.000000, 88.428627, 2.258301, 4.970863
23.333000, 90.000000, 88.452705, 2.502441, 4.950694
23.343000, 90.000000, 88.474335, 2.075195, 4.981555
23.353000, 90.000000, 88.494431, 2.075195, 4.980200
23.363000, 90.000000, 88.513283, 1.831055, 4.997431
23.373000, 90.000000, 88.530334, 1.708984, 5.005573
23.383000, 90.000000, 88.545570, 1.464844, 5.023109
23.393000, 90.000000, 88.567802, 2.563477, 4.938384
23.403000, 90.000000, 88.597702, 2.929688, 4.908432
23.413000, 90.000000, 88.624252, 2.685547, 4.924966
23.423000, 90.000000, 88.647438, 2.380371, 4.946407
23.433000, 90.000000, 88.670013, 2.319336, 4.949413
23.443000, 90.000000, 88.691643, 2.014160, 4.970977
23.453000, 90.000000, 88.708694, 1.708984, 4.992934
23.463000, 90.000000, 88.724800, 1.464844, 5.010348
23.473000, 90.000000, 88.739067, 1.403809, 5.014057
23.483000, 90.000000, 88.750580, 0.976562, 5.045723
23.493000, 90.000000, 88.758751, 0.976562, 5.045335
23.503000, 90.000000, 88.764191, 0.549316, 5.077525
23.513000, 90.000000, 88.772995, 0.854492, 5.053976
23.523000, 90.000000, 88.789116, 2.380371, 4.937382
23.533000, 90.000000, 88.813499, 2.441406, 4.930954
23.543000, 90.000000, 88.834229, 1.892090, 4.971041
23.553000, 90.000000, 88.850967, 1.708984, 4.983747
23.563000, 90.000000, 88.865547, 1.403809, 5.005878
23.573000, 90.000000, 88.892632, 2.624512, 4.911408
23.583000, 90.000000, 88.920029, 2.624512, 4.909312
23.593000, 90.000000, 88.941307, 2.075195, 4.949324
23.603000, 90.000000, 88.959511, 1.831055, 4.966495
23.613000, 90.000000, 88.978958, 1.953125, 4.955832
23.623000, 90.000000, 88.996582, 1.586914, 4.982285
23.633000, 90.000000, 89.009933, 1.342773, 4.999864
23.643000, 90.000000, 89.022095, 1.037598, 5.022164
23.653000, 90.000000, 89.032104, 1.037598, 5.021545
23.663000, 90.000000, 89.040909, 0.854492, 5.034890
23.673000, 90.000000, 89.051224, 0.915527, 5.029621
23.683000, 90.000000, 89.056969, 0.366211, 5.070949
23.693000, 90.000000, 89.059349, 0.427246, 5.066365
23.703000, 90.000000, 89.063522, 0.366211, 5.070865
23.713000, 90.000000, 89.064056, 0.122070, 5.089542
23.722000, 90.000000, 89.063362, -0.183105, 5.112946
23.733000, 90.000000, 89.062042, 0.061035, 5.094820
23.743000, 90.000000, 89.059532, -0.305176, 5.123003
23.752000, 90.000000, 89.053703, -0.610352, 5.146854
23.762000, 90.000000, 89.052750, 0.305176, 5.077875
23.772000, 90.000000, 89.056061, 0.244141, 5.082452
23.783000, 90.000000, 89.059074, 0.427246, 5.068572
23.792000, 90.000000, 89.066368, 0.793457, 5.040458
23.803000, 90.000000, 89.072121, 0.610352, 5.054060
23.812000, 90.000000, 89.076347, 0.427246, 5.067793
23.822000, 90.000000, 89.079010, 0.061035, 5.095522
23.833000, 90.000000, 89.078041, -0.061035, 5.105085
23.843000, 90.000000, 89.081039, 0.488281, 5.063478
23.852000, 90.000000, 89.086487, 0.488281, 5.063242
23.862000, 90.000000, 89.088318, 0.000000, 5.100281
23.873000, 90.000000, 89.090134, 0.366211, 5.072636
23.882000, 90.000000, 89.095322, 0.366211, 5.072420
23.892000, 90.000000, 89.096558, 0.061035, 5.095647
23.902000, 90.000000, 89.094139, -0.366211, 5.128433
23.912000, 90.000000, 89.091080, -0.183105, 5.115072
23.922000, 90.000000, 89.086197, -0.732422, 5.157314
23.933000, 90.000000, 89.079773, -0.549316, 5.144248
23.943000, 90.000000, 89.073936, -0.854492, 5.168094
23.952000, 90.000000, 89.064468, -0.793457, 5.164536
23.962000, 90.000000, 89.057121, -0.915527, 5.174657
23.972000, 90.000000, 89.045532, -1.159668, 5.194390
23.982000, 90.000000, 89.032440, -1.403809, 5.214256
23.992000, 90.000000, 89.020569, -1.098633, 5.192436
24.002000, 90.000000, 89.005051, -1.770020, 5.244863
24.012000, 90.000000, 88.987091, -1.708984, 5.242061
24.022000, 90.000000, 88.966400, -2.014160, 5.267223
24.032000, 90.000000, 88.945671, -2.136230, 5.278533
24.042000, 90.000000, 88.930122, -1.159668, 5.206232
24.053000, 90.000000, 88.919449, -1.098633, 5.202815
24.062000, 90.000000, 88.906342, -1.342773, 5.222715
24.072000, 90.000000, 88.891396, -1.403809, 5.228917
24.082000, 90.000000, 88.876755, -1.525879, 5.239717
24.092000, 90.000000, 88.860588, -1.464844, 5.236792
24.102000, 90.000000, 88.848412, -1.281738, 5.224283
24.112000, 90.000000, 88.835045, -1.342773, 5.230363
24.122000, 90.000000, 88.820763, -1.464844, 5.241146
24.132000, 90.000000, 88.805283, -1.647949, 5.256657
24.142000, 90.000000, 88.787979, -1.892090, 5.276951
24.152000, 90.000000, 88.767288, -2.136230, 5.297545
24.162000, 90.000000, 88.745064, -2.136230, 5.299795
24.172000, 90.000000, 88.724365, -2.014160, 5.292678
24.182000, 90.000000, 88.710670, -1.647949, 5.266476
24.192000, 90.000000, 88.695999, -1.525879, 5.258843
24.202000, 90.000000, 88.679504, -1.647949, 5.269855
24.212000, 90.000000, 88.660919, -1.708984, 5.276433
24.222000, 90.000000, 88.642632, -1.892090, 5.292229
24.232000, 90.000000, 88.622856, -2.014160, 5.303540
24.242000, 90.000000, 88.610092, -1.281738, 5.249560
24.252000, 90.000000, 88.594254, -1.586914, 5.274398
24.262000, 90.000000, 88.575684, -1.892090, 5.299478
24.272000, 90.000000, 88.555588, -1.953125, 5.306213
24.282000, 90.000000, 88.537910, -1.892090, 5.303502
24.292000, 90.000000, 88.515945, -2.197266, 5.328891
24.302000, 90.000000, 88.494576, -2.075195, 5.321891
24.312000, 90.000000, 88.473503, -2.136230, 5.328732
24.322000, 90.000000, 88.454544, -2.014160, 5.321534
24.332000, 90.000000, 88.433487, -2.136230, 5.333004
24.342000, 90.000000, 88.412743, -2.014160, 5.325971
24.352000, 90.000000, 88.393509, -1.892090, 5.318812
24.362000, 90.000000, 88.374916, -1.770020, 5.311603
24.372000, 90.000000, 88.359978, -1.403809, 5.285599
24.382000, 90.000000, 88.346581, -1.037598, 5.259465
24.392000, 90.000000, 88.335899, -1.098633, 5.265440
24.402000, 90.000000, 88.323074, -1.403809, 5.290087
24.412000, 90.000000, 88.309013, -1.464844, 5.296362
24.422000, 90.000000, 88.294327, -1.586914, 5.307316
24.432000, 90.000000, 88.275360, -1.831055, 5.327887
24.442000, 90.000000, 88.255165, -2.197266, 5.357810
24.452000, 90.000000, 88.234673, -1.953125, 5.341561
24.462000, 90.000000, 88.216316, -1.953125, 5.343612
24.472000, 90.000000, 88.196457, -1.831055, 5.336558
24.482000, 90.000000, 88.184563, -1.037598, 5.277994
24.492000, 90.000000, 88.173874, -1.037598, 5.279391
24.502000, 90.000000, 88.161949, -1.220703, 5.294760
24.512000, 90.000000, 88.151848, -0.915527, 5.273011
24.522000, 90.000000, 88.141747, -0.915527, 5.274366
24.532000, 90.000000, 88.134079, -0.732422, 5.261651
24.541000, 90.000000, 88.124260, -1.037598, 5.286088
24.552000, 90.000000, 88.120522, -0.244141, 5.226833
24.562000, 90.000000, 88.116768, -0.488281, 5.246126
24.572000, 90.000000, 88.121574, 0.671387, 5.158407
24.582000, 90.000000, 88.130974, 1.220703, 5.116491
24.592000, 90.000000, 88.144318, 1.220703, 5.115813
24.602000, 90.000000, 88.156487, 1.159668, 5.119853
24.612000, 90.000000, 88.166527, 1.098633, 5.124076
24.622000, 90.000000, 88.177765, 1.037598, 5.128192
24.632000, 90.000000, 88.188713, 1.098633, 5.123091
24.642000, 90.000000, 88.198410, 0.915527, 5.136576
24.651000, 90.000000, 88.203827, 0.427246, 5.173532
24.662000, 90.000000, 88.208015, 0.366211, 5.178252
24.672000, 90.000000, 88.212799, 0.488281, 5.169058
24.682000, 90.000000, 88.218475, 0.732422, 5.150544
24.691000, 90.000000, 88.228134, 1.037598, 5.127062
24.701000, 90.000000, 88.239967, 1.281738, 5.108009
24.712000, 90.000000, 88.248146, 0.793457, 5.144715
24.722000, 90.000000, 88.257225, 0.793457, 5.144378
24.732000, 90.000000, 88.273628, 2.197266, 5.037133
24.742000, 90.000000, 88.302231, 2.807617, 4.988887
24.752000, 90.000000, 88.328735, 2.685547, 4.996261
24.762000, 90.000000, 88.354935, 2.807617, 4.985173
24.771000, 90.000000, 88.382004, 2.746582, 4.987864
24.782000, 90.000000, 88.409386, 2.807617, 4.981280
24.792000, 90.000000, 88.434296, 2.441406, 5.007246
24.801000, 90.000000, 88.459221, 2.441406, 5.005483
24.812000, 90.000000, 88.481697, 2.258301, 5.017787
24.821000, 90.000000, 88.504799, 2.258301, 5.016171
24.831000, 90.000000, 88.523651, 1.831055, 5.047259
24.842000, 90.000000, 88.542839, 1.953125, 5.036731
24.852000, 90.000000, 88.559898, 1.525879, 5.067966
24.861000, 90.000000, 88.575424, 1.525879, 5.066988
24.872000, 90.000000, 88.589432, 1.586914, 5.061516
24.882000, 90.000000, 88.609833, 1.953125, 5.032384
24.891000, 90.000000, 88.628983, 2.014160, 5.026457
24.902000, 90.000000, 88.649384, 2.014160, 5.025037
24.911000, 90.000000, 88.667007, 1.647949, 5.051576
24.922000, 90.000000, 88.681580, 1.647949, 5.050653
24.931000, 90.000000, 88.695549, 1.159668, 5.086740
24.941000, 90.000000, 88.708023, 1.220703, 5.081371
24.951000, 90.000000, 88.718979, 0.976562, 5.099234
24.961000, 90.000000, 88.728127, 0.976562, 5.098769
24.971000, 90.000000, 88.736351, 0.732422, 5.116863
24.982000, 90.000000, 88.743988, 0.854492, 5.107285
24.991000, 90.000000, 88.750114, 0.427246, 5.139419
25.001000, 90.000000, 88.753471, 0.305176, 5.148690
25.011000, 90.000000, 88.755325, 0.244141, 5.153471
25.021000, 90.000000, 88.756210, 0.122070, 5.162956
25.031000, 90.000000, 88.760765, 0.610352, 5.125918
25.041000, 90.000000, 88.767441, 0.671387, 5.121037
25.051000, 90.000000, 88.772293, 0.366211, 5.144034
25.061000, 90.000000, 88.778702, 0.915527, 5.102211
25.071000, 90.000000, 88.784515, 0.427246, 5.138983
25.081000, 90.000000, 88.790047, 0.427246, 5.138815
25.091000, 90.000000, 88.791618, 0.061035, 5.166713
25.101000, 90.000000, 88.795021, 0.732422, 5.115905
25.111000, 90.000000, 88.802078, 0.671387, 5.120223
25.121000, 90.000000, 88.809448, 0.915527, 5.101409
25.131000, 90.000000, 88.815872, 0.488281, 5.133501
25.141000, 90.000000, 88.823845, 0.732422, 5.114631
25.151000, 90.000000, 88.828735, 0.427246, 5.137611
25.161000, 90.000000, 88.829674, 0.000000, 5.170174
25.171000, 90.000000, 88.829704, -0.122070, 5.179713
25.181000, 90.000000, 88.828819, -0.061035, 5.175472
25.191000, 90.000000, 88.826134, -0.366211, 5.199110
25.201000, 90.000000, 88.820374, -0.549316, 5.213775
25.211000, 90.000000, 88.813728, -0.732422, 5.228518
25.221000, 90.000000, 88.804649, -0.976562, 5.248096
25.231000, 90.000000, 88.795265, -0.854492, 5.239980
25.241000, 90.000000, 88.783409, -1.159668, 5.264423
25.251000, 90.000000, 88.769424, -1.464844, 5.289055
25.261000, 90.000000, 88.755127, -1.525879, 5.295236
25.271000, 90.000000, 88.743225, -0.854492, 5.245769
25.281000, 90.000000, 88.737457, -0.549316, 5.223493
25.291000, 90.000000, 88.730766, -0.610352, 5.229021
25.301000, 90.000000, 88.725616, -0.488281, 5.220556
25.311000, 90.000000, 88.719551, -0.732422, 5.239894
25.321000, 90.000000, 88.711998, -0.732422, 5.240881
25.331000, 90.000000, 88.705948, -0.366211, 5.214017
25.341000, 90.000000, 88.703568, -0.244141, 5.205317
25.351000, 90.000000, 88.700264, -0.427246, 5.219800
25.361000, 90.000000, 88.693901, -0.671387, 5.239171
25.371000, 90.000000, 88.689064, -0.305176, 5.212206
25.381000, 90.000000, 88.687592, -0.305176, 5.212672
25.391000, 90.000000, 88.683640, -0.610352, 5.236456
25.401000, 90.000000, 88.678452, -0.305176, 5.214145
25.411000, 90.000000, 88.676605, -0.244141, 5.210027
