tempo, ref, theta
3.102000, 0.000000, 50.220654
3.112000, 0.000000, 50.079620
3.123000, 0.000000, 49.937374
3.132000, 0.000000, 49.796333
3.142000, 0.000000, 49.655289
3.152000, 0.000000, 49.516697
3.162000, 0.000000, 49.377777
3.172000, 0.000000, 49.234894
3.182000, 0.000000, 49.088333
3.192000, 0.000000, 48.943653
3.202000, 0.000000, 48.798355
3.212000, 0.000000, 48.653622
3.222000, 0.000000, 48.502502
3.232000, 0.000000, 48.345280
3.242000, 0.000000, 48.185917
3.252000, 0.000000, 48.022896
3.262000, 0.000000, 47.858036
3.272000, 0.000000, 47.693813
3.282000, 0.000000, 47.529282
3.292000, 0.000000, 47.364788
3.302000, 0.000000, 47.199944
3.312000, 0.000000, 47.033253
3.322000, 0.000000, 46.868717
3.332000, 0.000000, 46.704189
3.342000, 0.000000, 46.538132
3.352000, 0.000000, 46.373589
3.362000, 0.000000, 46.209068
3.372000, 0.000000, 46.044811
3.382000, 0.000000, 45.881172
3.392000, 0.000000, 45.717815
3.402000, 0.000000, 45.554760
3.412000, 0.000000, 45.388363
3.422000, 0.000000, 45.217690
3.432000, 0.000000, 45.047955
3.442000, 0.000000, 44.878841
3.452000, 0.000000, 44.707283
3.463000, 0.000000, 44.533573
3.472000, 0.000000, 44.357117
3.482000, 0.000000, 44.180656
3.492000, 0.000000, 44.005432
3.502000, 0.000000, 43.828671
3.512000, 0.000000, 43.651905
3.522000, 0.000000, 43.476051
3.532000, 0.000000, 43.300220
3.541000, 0.000000, 43.122845
3.552000, 0.000000, 42.939358
3.562000, 0.000000, 42.751873
3.572000, 0.000000, 42.565300
3.581000, 0.000000, 42.379665
3.592000, 0.000000, 42.191620
3.602000, 0.000000, 42.004177
3.612000, 0.000000, 41.818272
3.621000, 0.000000, 41.632347
3.632000, 0.000000, 41.446114
3.641000, 0.000000, 41.260193
3.652000, 0.000000, 41.074566
3.661000, 0.000000, 40.888020
3.672000, 0.000000, 40.698124
3.681000, 0.000000, 40.509190
3.692000, 0.000000, 40.317772
3.701000, 0.000000, 40.125130
3.711000, 0.000000, 39.933704
3.721000, 0.000000, 39.738960
3.731000, 0.000000, 39.538677
3.741000, 0.000000, 39.334145
3.751000, 0.000000, 39.128078
3.761000, 0.000000, 38.915878
3.771000, 0.000000, 38.695129
3.781000, 0.000000, 38.470734
3.791000, 0.000000, 38.246029
3.801000, 0.000000, 38.021629
3.811000, 0.000000, 37.797527
3.821000, 0.000000, 37.573429
3.831000, 0.000000, 37.348106
3.841000, 0.000000, 37.120369
3.851000, 0.000000, 36.892639
3.861000, 0.000000, 36.662758
3.871000, 0.000000, 36.431019
3.881000, 0.000000, 36.199581
3.891000, 0.000000, 35.969700
3.901000, 0.000000, 35.740715
3.912000, 0.000000, 35.510803
3.921000, 0.000000, 35.279377
3.931000, 0.000000, 35.046139
3.941000, 0.000000, 34.810158
3.951000, 0.000000, 34.573227
3.961000, 0.000000, 34.336021
3.971000, 0.000000, 34.099705
3.981000, 0.000000, 33.862469
3.991000, 0.000000, 33.626801
4.002000, 0.000000, 33.390190
4.011000, 0.000000, 33.153862
4.021000, 0.000000, 32.917545
4.031000, 0.000000, 32.681854
4.042000, 0.000000, 32.445259
4.051000, 0.000000, 32.208046
4.061000, 0.000000, 31.968063
4.071000, 0.000000, 31.728691
4.081000, 0.000000, 31.489935
4.091000, 0.000000, 31.249947
4.101000, 0.000000, 31.008150
4.111000, 0.000000, 30.766348
4.121000, 0.000000, 30.524220
4.131000, 0.000000, 30.281191
4.141000, 0.000000, 30.039389
4.151000, 0.000000, 29.798807
4.161000, 0.000000, 29.557621
4.171000, 0.000000, 29.315813
4.181000, 0.000000, 29.070034
4.191000, 0.000000, 28.824608
4.201000, 0.000000, 28.578239
4.211000, 0.000000, 28.330343
4.221000, 0.000000, 28.080929
4.231000, 0.000000, 27.831190
4.241000, 0.000000, 27.581137
4.251000, 0.000000, 27.330147
4.261000, 0.000000, 27.077656
4.271000, 0.000000, 26.822733
4.281000, 0.000000, 26.566280
4.291000, 0.000000, 26.310097
4.301000, 0.000000, 26.051485
4.311000, 0.000000, 25.790749
4.321000, 0.000000, 25.529110
4.331000, 0.000000, 25.264730
4.341000, 0.000000, 24.997278
4.351000, 0.000000, 24.730740
4.361000, 0.000000, 24.464521
4.371000, 0.000000, 24.196138
4.381000, 0.000000, 23.926863
4.391000, 0.000000, 23.656685
4.401000, 0.000000, 23.386223
4.411000, 0.000000, 23.116020
4.421000, 0.000000, 22.847334
4.431000, 0.000000, 22.575312
4.441000, 0.000000, 22.296841
4.451000, 0.000000, 22.014427
4.461000, 0.000000, 21.730177
4.471000, 0.000000, 21.447163
4.481000, 0.000000, 21.165342
4.491000, 0.000000, 20.882315
4.501000, 0.000000, 20.598097
4.511000, 0.000000, 20.313850
4.521000, 0.000000, 20.030830
4.531000, 0.000000, 19.746576
4.541000, 0.000000, 19.460794
4.552000, 0.000000, 19.175909
4.561000, 0.000000, 18.890722
4.571000, 0.000000, 18.607090
4.581000, 0.000000, 18.322554
4.591000, 0.000000, 18.038923
4.601000, 0.000000, 17.755304
4.611000, 0.000000, 17.472006
4.621000, 0.000000, 17.190502
4.631000, 0.000000, 16.907759
4.641000, 0.000000, 16.625938
4.651000, 0.000000, 16.343214
4.661000, 0.000000, 16.058640
4.671000, 0.000000, 15.774364
4.681000, 0.000000, 15.488887
4.691000, 0.000000, 15.199416
4.701000, 0.000000, 14.907222
4.711000, 0.000000, 14.615026
4.722000, 0.000000, 14.323426
4.731000, 0.000000, 14.032727
4.741000, 0.000000, 13.741136
4.751000, 0.000000, 13.452038
4.761000, 0.000000, 13.165053
4.771000, 0.000000, 12.875021
4.780000, 0.000000, 12.582822
4.791000, 0.000000, 12.289704
4.801000, 0.000000, 11.995695
4.811000, 0.000000, 11.700448
4.821000, 0.000000, 11.405192
4.831000, 0.000000, 11.110257
4.841000, 0.000000, 10.814367
4.851000, 0.000000, 10.517292
4.861000, 0.000000, 10.216549
4.871000, 0.000000, 9.913935
4.881000, 0.000000, 9.612556
4.890000, 0.000000, 9.309383
4.900000, 0.000000, 9.008921
4.911000, 0.000000, 8.711541
4.920000, 0.000000, 8.417235
4.931000, 0.000000, 8.128392
4.940000, 0.000000, 7.839266
4.950000, 0.000000, 7.548861
4.960000, 0.000000, 7.260913
4.970000, 0.000000, 6.976919
4.980000, 0.000000, 6.694191
4.991000, 0.000000, 6.413282
5.000000, 0.000000, 6.133911
5.010000, 0.000000, 5.857565
5.020000, 0.000000, 5.584585
5.030000, 0.000000, 5.313167
5.040000, 0.000000, 5.042368
5.051000, 0.000000, 4.773393
5.060000, 0.000000, 4.505341
5.070000, 0.000000, 4.239387
5.080000, 0.000000, 3.978043
5.090000, 0.000000, 3.719135
5.100000, 0.000000, 3.463274
5.110000, 0.000000, 3.209836
5.120000, 0.000000, 2.959137
5.130000, 0.000000, 2.711820
5.140000, 0.000000, 2.468138
5.150000, 0.000000, 2.227853
5.160000, 0.000000, 1.992162
5.170000, 0.000000, 1.759793
5.181000, 0.000000, 1.529559
5.190000, 0.000000, 1.302685
5.200000, 0.000000, 1.080690
5.210000, 0.000000, 0.861444
5.220000, 0.000000, 0.644656
5.230000, 0.000000, 0.431538
5.240000, 0.000000, 0.221478
5.250000, 0.000000, 0.012949
5.260000, 0.000000, -0.193441
5.270000, 0.000000, -0.399231
5.280000, 0.000000, -0.603507
5.291000, 0.000000, -0.806241
5.300000, 0.000000, -1.007180
5.310000, 0.000000, -1.205664
5.320000, 0.000000, -1.400436
5.330000, 0.000000, -1.593086
5.340000, 0.000000, -1.781459
5.350000, 0.000000, -1.966511
5.361000, 0.000000, -2.148786
5.371000, 0.000000, -2.329826
5.380000, 0.000000, -2.508707
5.390000, 0.000000, -2.684819
5.400000, 0.000000, -2.859738
5.410000, 0.000000, -3.032868
5.420000, 0.000000, -3.205411
5.430000, 0.000000, -3.374605
5.440000, 0.000000, -3.542817
5.450000, 0.000000, -3.708922
5.460000, 0.000000, -3.873202
5.471000, 0.000000, -4.034724
5.481000, 0.000000, -4.193503
5.490000, 0.000000, -4.347414
5.500000, 0.000000, -4.497065
5.510000, 0.000000, -4.641493
5.520000, 0.000000, -4.781034
5.530000, 0.000000, -4.915661
5.541000, 0.000000, -5.045406
5.550000, 0.000000, -5.169657
5.560000, 0.000000, -5.288430
5.570000, 0.000000, -5.402328
5.580000, 0.000000, -5.509814
5.590000, 0.000000, -5.610897
5.600000, 0.000000, -5.705522
5.610000, 0.000000, -5.794063
5.621000, 0.000000, -5.876809
5.630000, 0.000000, -5.953150
5.640000, 0.000000, -6.023953
5.650000, 0.000000, -6.090209
5.660000, 0.000000, -6.150057
5.670000, 0.000000, -6.206229
